,name,type,study_title,group_id,study_type,description,has_placebo,has_drug,nums,trailings,trailings_stemmed,doses_obj,no_measure,units
649,Methotrexate (MTX) + Tofacitinib: MTX Interrupted,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG002,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days with 1 or more subsequent prescription re-fills in mtx therapy (interrupted) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 1, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
650,Methotrexate (MTX) + Tofacitinib: MTX Persistent,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG000,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with no gap of >60 days in mtx therapy (persistent) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
651,Methotrexate (MTX) + Tofacitinib: MTX Discontinued,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG001,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days in mtx therapy (discontinued) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
652,Methotrexate (MTX) + Tofacitinib: MTX Interrupted,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG002,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days with 1 or more subsequent prescription re-fills in mtx therapy (interrupted) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 1, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
653,Methotrexate (MTX) + Tofacitinib: MTX Persistent,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG000,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with no gap of >60 days in mtx therapy (persistent) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
654,Methotrexate (MTX) + Tofacitinib: MTX Discontinued,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG001,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days in mtx therapy (discontinued) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
655,Methotrexate (MTX) + Tofacitinib: MTX Interrupted,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG002,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days with 1 or more subsequent prescription re-fills in mtx therapy (interrupted) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 1, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
656,Methotrexate (MTX) + Tofacitinib: MTX Persistent,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG000,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with no gap of >60 days in mtx therapy (persistent) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
657,Methotrexate (MTX) + Tofacitinib: MTX Discontinued,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG001,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days in mtx therapy (discontinued) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
658,Methotrexate (MTX) + Tofacitinib: MTX Interrupted,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG002,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days with 1 or more subsequent prescription re-fills in mtx therapy (interrupted) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 1, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
659,Methotrexate (MTX) + Tofacitinib: MTX Persistent,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG000,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with no gap of >60 days in mtx therapy (persistent) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
660,Methotrexate (MTX) + Tofacitinib: MTX Discontinued,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG001,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days in mtx therapy (discontinued) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
661,Methotrexate (MTX) + Tofacitinib: MTX Interrupted,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG002,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days with 1 or more subsequent prescription re-fills in mtx therapy (interrupted) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 1, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
662,Methotrexate (MTX) + Tofacitinib: MTX Persistent,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG000,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with no gap of >60 days in mtx therapy (persistent) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
663,Methotrexate (MTX) + Tofacitinib: MTX Discontinued,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG001,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days in mtx therapy (discontinued) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
664,Methotrexate (MTX) + Tofacitinib: MTX Interrupted,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG002,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days with 1 or more subsequent prescription re-fills in mtx therapy (interrupted) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 1, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
665,Methotrexate (MTX) + Tofacitinib: MTX Persistent,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG000,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with no gap of >60 days in mtx therapy (persistent) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
666,Methotrexate (MTX) + Tofacitinib: MTX Discontinued,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG001,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days in mtx therapy (discontinued) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
667,Methotrexate (MTX) + Tofacitinib: MTX Interrupted,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG002,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days with 1 or more subsequent prescription re-fills in mtx therapy (interrupted) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 1, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
668,Methotrexate (MTX) + Tofacitinib: MTX Persistent,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG000,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with no gap of >60 days in mtx therapy (persistent) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
669,Methotrexate (MTX) + Tofacitinib: MTX Discontinued,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG001,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days in mtx therapy (discontinued) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
670,Methotrexate (MTX) + Tofacitinib: MTX Interrupted,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG002,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with a gap of >60 days with 1 or more subsequent prescription re-fills in mtx therapy (interrupted) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 1, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'with', '1'], ['januari', '20'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
671,Methotrexate (MTX) + Tofacitinib: MTX Persistent,primary,Comparative Analysis of Outcomes Among Patients Initiating Xeljanz in Combination With Oral MTX Who Withdraw MTX Versus Continue MTX Using a United States Healthcare Claims Database,OG000,NA,"ra diagnosed participants who were privately insured or under medicare supplemental insurance (from their employer), initiated tofacitinib in combination with mtx, orally, between 01 january 2014 to 31 january 2017 (identification period) with no gap of >60 days in mtx therapy (persistent) within 12 months post-index date, were included in the study and their information as per truven health marketscan research database (from january 1, 2012 to january 2018) was assessed in this study. index date defined as the date of first claim for tofacitinib by participants to their insurance provider during identification period.",False,False,"[1, 2014, 31, 2017, 60, 12, 1, 2012, 2018]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]","[['januari', '20'], ['to', '31', 'januari'], ['januari', '2017', 'identif'], ['identif', 'period', 'with'], ['day', 'in', 'mtx'], ['month', 'post-index', 'date,'], ['januari', '20'], ['to', 'januari', '2018'], ['', 'wa', 'assess']]",{},Unknown,{}
